Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
GDP (current US$),NY.GDP.MKTP.CD,Sierra Leone,SLE,322009471.57364,327834680.563822,342721579.824661,348546952.141512,371848114.755577,359379856.248057,375479849.80806,348795303.000385,329860091.944037,408690163.476065,434410373.76415,419549425.077086,465381089.98454,575230234.387058,648590642.939888,679335901.117451,594895672.333848,691777758.395115,960728338.93643,1109374722.08294,1100685844.92284,1114830471.91787,1295361885.92419,995104305.347074,1087471861.98928,856890498.625834,490181456.62441,701307602.28443,1055083945.37738,932974411.917142,649644826.800447,779981458.921489,679997997.597117,768812334.801762,911915970.683484,870758739.40678,941742152.709895,850218033.622007,672375927.347148,669384768.87263,635874002.198748,1079478387.83576,1239004287.75607,1371442565.69701,1431208677.30352,1627854494.80246,1885112201.85278,2158496872.85796,2505458705.03338,2489985963.18142,2616610911.08235,2985556819.41441,3853432409.29289,4958754472.42027,5005662070.72105,4474689705.76783,..
GDP (current US$),NY.GDP.MKTP.CD,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5352000000,5707000000,5953000000,..
GDP (current US$),NY.GDP.MKTP.CD,South Africa,ZAF,7363096178.07644,7742634887.30225,8269697466.05068,9174867982.64035,10071444211.1158,11002379672.4065,11994960100.798,13382332493.3501,14475710065.7987,16315273134.5373,17907041999.16,19765101370.2461,20753220241.967,28443804466.8588,35727741280.3532,36947938877.62,35473781048.758,39398574287.0285,45326587511.4995,55938240142.5178,80546993194.6584,86833985896.9762,80083518597.6498,86015133649.3755,85169436537.2766,67065070009.4607,79503484221.1697,104024659658.109,114630316416.931,124907439724.056,112014836393.151,120225985441.64,130513680154.278,134309807571.074,139752373972.063,155460234815.693,147608050636.15,152586031835.938,137774695403.65,136631881365.087,136361791002.623,121515880068.764,115482304201.808,175256866088.543,228593703990.959,257772766357.932,271638630111.497,299415359539.558,286769850239.675,295936471258.128,375349442837.24,416596716626.957,397386418270.402,366057913372.207,349873026988.676,312797576593.594,..
GDP (current US$),NY.GDP.MKTP.CD,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15550136278.8696,12231362022.6859,15727363443.0995,17826697892.2717,10368813559.322,13257635694.9153,13282084033.8983,9015221096.24474,..
GDP (current US$),NY.GDP.MKTP.CD,Sudan,SDN,1126364161.7644,1222860428.55503,1328259624.72217,1351234926.33899,1388282600.1961,1446869619.31898,1484491675.71652,1607409539.36648,1677771400.56798,1847501441.26221,2100229759.04719,2288340041.03486,2483055722.23738,3077254460.30228,3958931659.84759,4823090191.91008,6013210815.66114,7499005639.37649,8128719315.0792,8418407786.60599,7617256737.16195,9538009463.3331,9254395995.69006,8465226937.27815,10044297796.1918,12459385571.0104,15966649370.3837,20631219762.3208,15510324099.0826,15295635624.4201,12408647780.4484,11379222222.2222,7034219712.52567,8881785938.48085,12794192334.2541,13829744878.6366,9018243044.45155,11681494637.3041,11250327988.0478,10682045258.3647,12257418326.0734,13182979783.533,14803189092.7044,17646503525.1743,21457470202.7839,26524538565.7403,35822408611.5588,45898948564.0593,54526580231.5568,53150209167.934,65634109236.7736,67327289319.733,62688889672.5441,66480141187.3528,73814947340.8984,84066770983.3333,..
GDP (current US$),NY.GDP.MKTP.CD,Swaziland,SWZ,35076845.9832923,43026042.8067933,45927961.6471865,54129438.3698764,64980554.0337706,70279971.9161232,76859969.2867562,74759970.1259159,79799968.1119327,105419957.874185,112139955.188874,136462080.92993,146740389.875794,221915096.205453,264320939.570152,288299883.906649,272549999.763,304059999.7356,340629999.7038,412094078.145402,542007473.131396,571514416.274442,537568142.050848,555336145.8925,494483241.372298,361012319.111126,449140383.953373,584125996.62743,692026606.934121,696921409.513751,1114694112.47478,1156141998.33412,1284766234.2216,1357206995.74624,1419293454.99606,1698982437.76019,1602760100.48147,1716699913.19444,1576904292.4588,1547884442.26205,1524496383.18107,1349339652.22846,1224226095.04113,1854032545.904,2420645241.19141,2584089443.80671,2947943587.09296,3053808158.51478,3019779208.83165,3144671158.99784,3527776867.18024,4963056465.27386,4912817417.78319,4562432041.09745,4412891833.36865,4060072443.54921,..
GDP (current US$),NY.GDP.MKTP.CD,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5100405344.39923,4420167588.57625,4258742898.93795,4956588278.56144,4601413263.52894,4257702196.53864,4510846967.8742,5255221424.80962,6496195450.61034,7683852496.84499,9345174219.07253,9697847263.63196,10185786382.8283,10383560602.8537,10805599892.7355,11659129888.8021,12825801580.9281,16929976600.142,18610460326.5437,21501741757.484,27368386358.131,28573777052.4542,31407908612.0943,33878631649.4157,39087748240.4403,44333456244.744,48030400964.2053,44895392076.5118,..
GDP (current US$),NY.GDP.MKTP.CD,Togo,TGO,121128072.423223,126396468.871582,132237468.246032,143255813.337694,166104078.422869,187300310.220381,216136231.750812,231706439.868784,241956916.759735,267732472.793981,253976592.144039,286537570.063825,335677600.316013,406479937.065247,560437817.94451,617321668.408006,619375149.040664,777435062.984914,824263986.794572,891775721.073398,1136409054.00774,962347169.036562,821652036.996769,765746518.225889,718149015.839117,762359785.976524,1060911724.37142,1249099286.29088,1378847400.28964,1352949664.92358,1628427587.46411,1602299862.9243,1692959110.18022,1233496846.33493,982624324.505898,1309382885.33029,1465448290.34132,1498950899.08774,1587345950.9743,1576094566.48548,1294250233.18894,1332328999.09077,1474630207.08242,1673690429.61609,1937074572.08687,2115154262.03025,2202809251.31304,2523462557.38975,3163416242.05877,3163000528.8167,3172945644.5585,3756023159.96,3866617462.61854,4081112865.35503,4482535926.29673,4002723816.65721,..
GDP (current US$),NY.GDP.MKTP.CD,Uganda,UGA,423145605.043164,441667334.611947,449158233.391351,516315231.449087,589247687.30035,884502338.650021,925381522.392631,967240686.567426,1037379286.07101,1168556666.77932,1259554849.768,1417191702.14533,1490970306.72707,1701817912.2561,2098945009.99877,2359555555.55556,2447300000,2936470588.23529,2420260869.56522,2139025000,1244610000,1337300000,2177500000,2240333333.33333,3615647446.52066,3519695201.58263,3923244141.71596,6269521857.02657,6508931651.66667,5276480932.64278,4304399516.07681,3321729057.12215,2857457860.05088,3220439044.18949,3990430446.71216,5755818947.42125,6044585326.938,6269333313.17108,6584815846.52754,5998563257.94659,6193246837.09687,5840503868.57245,6178563590.89254,6336696288.98214,7940362799.17997,9013834373.41246,9942597779.99265,12292813603.2327,14239026629.639,17878178830.7227,20181796802.8574,20262889523.9576,23236898742.1315,24662957836.494,26998477707.0964,26369242278.1637,..
GDP (current US$),NY.GDP.MKTP.CD,Zambia,ZMB,698739720.783607,682359727.329053,679279728.55982,704339718.545848,822639671.273187,1061199575.94465,1238999504.8958,1340639464.28047,1573739371.13375,1926399230.21087,1788779285.2038,1653259341.29113,1872416680.07912,2434255236.99935,2910981262.10018,2442672140.947,2742859262.9794,2515296939.60686,2811032472.93922,3353445378.15126,3884530853.76162,4008126497.36464,3871117092.86676,3321048451.15171,2719518932.99541,2252454500.14896,1664413508.09853,2265250972.34879,3728878148.80792,3994673161.02649,3288381797.32415,3378882352.94118,3181921787.7095,3273237853.35689,3656647744.24858,3807067121.8609,3597220962.00017,4303281932.29365,3537683046.02331,3404311976.54941,3600683039.73254,4094480988.11931,4193845678.17033,4901839731.26571,6221077674.77871,8331870169.14977,12756858899.2812,14056957976.2648,17910858637.9048,15328342303.9575,20265552104.3964,23459515284.206,25503060411.4567,28045517946.1065,27134637888.441,21201564248.3879,..
GDP (current US$),NY.GDP.MKTP.CD,Zimbabwe,ZWE,1052990400,1096646600,1117601600,1159511700,1217138000,1311435800,1281749500,1397002000,1479599900,1747998800,1884206300,2178716300,2677729400,3309353600,3982161400,4371300700,4318372000,4364382100,4351600500,5177459400,6678868200,8011373800,8539700700,7764067000,6352125900,5637259300,6217523700,6741215100,7814784100,8286322700,8783816700,8641481700,6751472200,6563813300,6890675000,7111270700,8553146600,8529571600,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,8157077400,9422161300,10956226600,12392715500,13490227100,14196912500,13892940503.5829,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Angola,AGO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.0561184714828897,5.15142073167496,3.00436940929596,-2.16161680929058,-3.04946928767444,-4.16518682929072,-9.86058567618197,-27.1459861825389,0.212993990591315,7.06342732660205,8.03461163771459,4.95226608681666,3.90015220934099,0.310782322138238,-0.111777370282965,0.84475118654521,-10.0997220923239,1.57959486370716,7.00672574268771,14.18509109718,16.6424042600383,18.4875985229048,10.040818463621,-0.970191715423582,-0.00281210036590096,0.497589121173661,1.7098312466764,3.33985093505302,1.43324784112657,-0.272482603532026,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Benin,BEN,..,1.70324289919151,-4.86272685502685,3.07865750172678,4.87650546383604,3.45395222659803,1.68225117077732,-0.846988681445765,1.79043967043853,0.777738149507783,-0.04818614286593,-3.62378333841971,4.06767518809453,1.34618926580397,0.922645493289977,-7.18080051018525,-1.60471676718876,2.32987806922125,-1.36039626770071,3.73173115436889,3.9236900074703,6.95720492199577,-0.603358389911662,-7.04327698127349,4.85531884718657,4.43792033561307,-0.772563953074979,-4.35321073041129,0.332269712125083,-5.88459468891277,5.38016037193778,0.580598855881973,-0.78867822026892,1.96489201431712,-1.5826857056755,2.5220149976595,1.10384298957879,2.65998402313031,1.020086706108,2.30961823538935,2.67819021441309,2.01932483532008,1.25970081723914,0.0577914575280687,1.04062038753582,-1.51498059051912,0.729583345609555,2.77416742149492,1.78537396817684,-0.642145955223754,-0.769714149511231,0.124328535451014,1.8274843976476,4.05808343697529,3.76447710513187,2.51898116033429,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Botswana,BWA,..,3.85661047791605,4.06511745460752,3.23208201181248,4.02232164062146,2.93992825136569,3.35833637110328,2.84956028269008,7.261581853929,11.5949577989248,13.4502724861728,21.8152131583361,22.2720895210077,17.2728867247316,5.04505358340128,4.55234939937172,6.52255923715515,7.73074416291996,9.93535280328352,7.89936592054659,7.86578125215027,5.18588570509515,8.29840918825768,9.35089192871807,4.97880685123408,3.66358792425447,4.74392016155882,8.41627909524809,15.8320998812999,9.70799239656117,3.67746297282945,4.41042185476289,0.0732825422825556,-0.794421841603395,1.01697743830876,4.50751193572299,3.49656718457815,5.7936820562672,-1.21458619459747,7.72491818389211,0.33088963494798,-1.22554365574307,4.63634976631988,3.25244868902517,1.28967587810497,2.97186338511293,6.55360596018484,6.33041817023835,4.22105805919865,-9.46253862024604,6.41025768612253,3.92324554472705,2.34482967116729,7.6551217800404,1.18501256489199,-2.1305297528252,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Burkina Faso,BFA,..,2.65612377241101,4.72210665268908,-2.59338609980847,0.857088085223538,2.24108288048839,-1.02110960035415,7.05833898666609,1.34434169876208,0.288812543849943,-1.59933155452244,-0.336991965777401,0.523655589541022,-1.33449260255388,6.32227919697128,1.0821208295083,6.4678484945025,-1.588762020001,2.49538065903334,1.47625702421233,-1.4365859230719,1.83266494646197,6.91280868372029,-2.1507495819229,-4.26104199480581,5.75570141288459,5.19507673233113,-2.80254310228015,3.05799801952648,-0.51092052132995,-3.21118089626974,6.18891440791198,-2.43048991268039,0.695652033002702,-1.41084981459659,2.85298606955438,7.98666010452025,3.39648078190945,4.34049900174284,4.41591394271374,-1.02989656050212,3.61598391170206,1.40483071585484,4.72971662625983,1.45958637026713,5.47298907666125,3.08676079837036,2.47137819612769,4.04839157450063,-0.139536998711023,5.21202708957829,3.38180507488903,3.34739899771472,0.653856005615097,1.06260614494518,1.0140389596032,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Burundi,BDI,..,-15.3748728257385,7.02338814461871,2.14533589569453,4.11882585549573,1.70229134936135,2.13041209517819,10.963037677697,-2.7681094253645,-3.65615802874588,19.0738668904516,1.26813380196755,-7.45255312392365,5.82650025127664,-1.84729658260541,-0.757314787659979,5.99103182866661,9.11539949901128,-3.27636483671164,-0.891538863190306,-1.64271104046469,9.17037512674864,-3.76493677179057,0.768166014216547,-2.83321499832567,8.27952644977405,-0.141782641970806,1.94779005576082,1.54086467236843,-1.81487618024032,0.574204775415026,2.3299440892291,-1.31518470441219,-8.18329361816706,-5.61949631736884,-9.46950162509737,-9.37104863783017,-2.92323509469369,3.27777148660499,-2.68063475260145,-2.95729283061192,-0.583426885977573,1.33645739766331,-4.44406652724763,1.2706384843997,-2.56667526798903,1.74460898111649,1.13681523390063,1.389841991734,-0.109584742722362,0.239048651010449,0.689883229350642,0.583540267984489,1.18232191663814,1.26569805110317,-5.69251751833718,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.64831825187164,0.865224344422316,7.30876217012198,1.73724021943922,6.66112009098529,1.20023464134553,2.76006904516531,4.42105655785652,3.92448217538677,-1.3092434907327,-0.938454228179921,8.10689943388907,5.77242599947117,15.9290280366243,11.1614416435297,8.46132787643208,8.32639950385121,9.81639274908335,8.71326739919904,11.8985561131791,0.261780629853448,3.39292166641218,2.53731405626132,8.71441638737991,5.73134027286184,7.07136435239812,14.449671668503,6.08929944788692,-1.84837002964829,0.700084646768488,2.96512481210654,-0.070633919353071,-0.227238656459662,1.47000558375223,1.22389653161213,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cameroon,CMR,..,-0.907488280241537,0.84471547600387,1.46844902590355,1.22294529050934,-0.312035504355237,2.16945973428378,-13.0362068650305,3.76225546950646,2.30580132434635,0.496285310217786,0.830783408569815,0.00384447758825957,2.5736563830812,7.76608500412841,8.21978720385495,-8.0989821267639,10.5679284631389,18.5587255560533,3.00383280769043,-4.80197072207993,13.6593946939243,4.34659329246952,3.69582227464704,4.27060529607897,4.83286250054569,3.57533506757947,-5.07436984707392,-10.5708222149032,-4.72325126245215,-8.85464191054366,-6.5940716773718,-5.87468448102631,-10.5353202338931,-0.782408279262015,1.26716791205628,2.07160959532051,2.50216990589176,2.12750247435731,1.34157753404784,1.46936194464153,1.8188422666457,1.34321151644978,1.37770194404349,1.06648534546791,-0.295828206565375,0.614638483689419,0.652415462936929,0.29587116913936,-0.627824484483881,0.680024809823891,1.53499426964699,1.97915901262837,2.93976089679562,3.31357116740915,3.6398204994415,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Central African Republic,CAF,..,3.18769861846459,-5.41012669298635,-2.52990538813199,0.138547346896061,-1.030876782229,-1.39101668712334,2.50301988555131,-0.716136887361913,4.88701402578027,0.287101351577519,-0.824785989202297,-1.89191144956519,-0.0403188930987284,4.26264146758956,-1.65602263873959,3.17333527250226,1.49891902164141,-1.15485540638699,-4.89008673416514,-7.00754295817805,-4.32804946110979,4.52520033777439,-10.8605891400818,6.3677201682558,1.1983127965119,1.11917008837202,-7.0070654661549,-0.409457281620419,-0.19951188397377,-4.37349452652207,-2.96741477224968,-8.79264720550714,-2.25030886374564,2.22889533227988,4.56030059428691,-6.28464738486034,2.86921988576363,2.38420150004195,1.43680971045343,-4.39300109574197,2.57547466060322,1.86868070746698,-6.92888817312097,4.27792376417844,-0.77666457347145,1.84371530563665,2.74070426418361,0.18726112182155,-0.181713511364364,1.11133846815996,1.34160869835247,0.925058223755087,-38.2311282867307,-3.18164610831479,3.42080476373576,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Chad,TCD,..,-0.550672169479498,3.30397284441808,-3.52799379565684,-4.40269920593434,-1.31183879289986,-3.63038726403143,-1.07041758392482,-2.29269259979002,4.81540853314311,-0.239989183630428,-4.41046774621758,-1.20709662980029,-10.5474069557085,2.55375802818536,6.65490791526906,0.902627063151854,0.271517830385946,-2.34298294138578,-22.9523895344318,-7.9494330521198,-1.10832016931542,2.99870710613833,12.9488748245944,-0.526126997404916,18.5029229590023,-6.85282634158662,-5.3683699186508,11.838278826719,1.54427164179171,-7.21408008253526,5.12637670177514,4.61758722369538,-18.3639515233616,6.61678918421399,-2.0677634500382,-1.17832768550707,2.09890163552986,3.28533739046736,-4.17205299924474,-4.45096407284323,7.53033002589329,4.41165151167029,10.4115444986665,28.7168245842787,13.1669675728305,-2.78614850392736,-0.138034611381556,-0.279817968855824,0.86047536863245,9.86723778135605,-3.18960126129537,5.31220591687007,2.23994695710756,3.42820776580244,-1.46644717122157,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Comoros,COM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.559525202800671,3.24221967571548,1.87421342252625,1.20606393340262,-0.630536847605924,-1.09499760608051,-1.34643956050964,-0.343227062603518,-6.03237965578825,2.0179661180745,-8.14197558373027,5.40110550153648,0.0656901471534468,-7.94200622202818,0.74427693469697,-3.97572837462674,1.24825687300472,-1.37606095928187,-0.696765462254049,8.05772703466671,-0.187275775852115,-0.147504686094564,-0.333232945582623,-0.505563950637651,0.383301525258162,0.188157659959657,-1.61971893281272,-2.01538456230708,-0.506776048467799,-0.264694913310436,0.124176729830111,0.516609142239517,1.01665098506314,-0.363214370135196,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Congo, Dem. Rep.",ZAR,..,-13.0716893076618,18.1517849290556,2.52535662624985,-4.99111184108661,-1.71198377179918,3.83437807414685,-3.76751082318749,1.3814892787052,6.26286257260379,-2.99208486965479,3.15316700067487,-2.49423292603782,5.2975275132362,0.39299737670369,-7.55473836585739,-7.93992616453839,-2.0898731817189,-8.02188903960874,-2.34277638166577,-0.522750485374189,-0.266924529244449,-2.94060712248711,-1.10867006147936,2.85630388344278,-2.19577298255977,1.85230392210482,-0.212982820684701,-2.50225488081975,-4.40778700662212,-9.77408713819882,-11.8172718977031,-13.9930106479553,-16.8389963345828,-7.40696297760921,-2.59337961154309,-3.85259268813518,-8.01769490455841,-3.97235414693444,-6.60319952382905,-9.35286592122696,-4.87260682573212,-0.127034264912467,2.30464377484505,3.37271722843084,2.77701968177286,1.98044565493309,2.87103145654332,2.83267611346972,-0.42466371590686,3.67903579826728,3.49225475058267,3.79822270460073,5.1211076596059,5.58708723126907,3.60937882288863,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Congo, Rep.",COG,..,5.60175808052816,2.47817253823641,-6.55796836410714,1.04306999390791,0.873660537518447,-1.40463893887619,-0.693499872057373,4.62690793298847,4.48280346828255,3.25532246777635,4.53506069071921,5.31793989230411,4.9232319784972,4.61097074742081,4.51115161184237,-2.04427576559431,-11.5830321958547,3.31577686770845,6.67055629066012,14.2525636112979,14.2153015368485,20.0136383326098,2.79841603377831,3.92718561104448,-3.95179158990126,-9.42115875065569,-2.52120245607586,-0.950057239657312,-0.110672096959647,-1.64837884237043,-0.265021016475544,-0.0312539503720188,-3.52678533789278,-7.94165859573768,1.2603149661671,1.50684368387969,-3.31301791082946,0.949225609548037,-5.1191364775855,4.90151791100332,1.36999764360502,2.23826708210166,-1.44707022670855,1.01970020315906,4.97214200340746,3.24428509477967,-4.52416248911567,2.34662257605925,4.25864603265347,5.66804650777692,0.663759673503293,1.16628941119224,0.894995589919077,4.15775428269902,0.0834025672807428,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Cote d'Ivoire,CIV,..,6.04590070538298,-2.51919964347343,10.0943554981843,12.9716157996595,-7.01453079648627,7.00489952839919,0.242574258483572,7.77905551654183,4.80516933408472,5.51204966661614,4.55625568328077,-0.479331579141657,1.12251671335144,-0.411574763698155,3.36231470107009,7.85681762480166,2.55257113094756,6.04340916752678,-2.04218874735616,-14.7621742089586,-0.860302544848651,-3.9539433515736,-7.80114782324401,-6.54392768854926,0.500108813105157,-0.559617447801784,-3.91818727908061,-2.4062879638569,-0.62459743811938,-4.52018943464616,-3.41306410225128,-3.65417644224574,-3.54009713990435,-2.46938527290146,3.77490166793658,4.48085748409348,0.730909306110263,2.04802971768655,-0.960039515023809,-4.32207899419123,-1.9411357930785,-3.49889081504915,-3.08583467381671,-0.536558839800676,-0.131037624915194,-0.426404575930661,-0.262368412402253,0.416164479268915,1.03135624177764,-0.246515008416736,-6.57970764038008,8.0914873194607,6.59274011945799,5.92740810730473,5.84096711251667,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.171134356172288,-5.26800456465092,-3.41213728202125,-6.48206153697878,5.96834431872647,-7.01518327951366,0.468755873041516,-0.587537647533296,-4.19215949344822,-4.85969478480908,-4.32284139084076,30.176902109362,7.23099110471179,12.6861238953199,13.5201078591134,61.0091826777753,141.641851114887,19.6612183507262,21.498364233888,14.3061716390924,57.9901938299817,15.5365359160042,10.244342294805,33.5758089391928,13.0804022836491,4.39362997826207,8.8667242836803,6.63702129838808,-7.36051989556266,-6.66984582246452,-1.04022694852345,2.62960669569412,-9.24665374733308,-3.17573903288989,-14.7057614162703,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.8078580900387,21.3346278656293,2.33096935404011,7.94528198576367,5.98873416189495,-0.56387991488694,-2.6818763676775,-6.03252879416492,5.18927444859895,-0.624975102792092,-6.12159091980074,-1.95622944032662,-0.516900422948623,-3.57281150298179,-0.917829237533823,-11.6740905335383,1.77545297312935,0.0997132807442114,6.41288427040966,..,..,..,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ethiopia,ETH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-1.84744575392375,4.98207771879125,-5.88391016144163,-13.9390567876345,6.22015312586714,10.2628185538603,-2.71559250487866,-3.63322921453097,-0.743907186369114,-10.3604693773012,-11.8896357521554,9.17555687677361,-0.329884456278791,2.6589000798446,8.92608202235748,0.0567382873841495,-6.2513317593437,2.16024406033894,3.05045117611486,5.21421101857071,-1.36675341210177,-4.91842297933127,10.4101171478893,8.75144912255593,7.84024574997804,8.48514083991824,7.87125464798902,5.96777307266019,9.6459372593277,8.33646301543405,5.89893082985817,7.81396674754116,7.5490612958647,6.92550325905761,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Gabon,GAB,..,13.6320906742357,6.26218366917762,4.76409642708902,3.05278569555851,6.55955712842908,2.57217889904302,1.99705245285926,0.326124505449826,5.79529502912501,6.46843979346895,8.13045635924763,9.26777353053623,8.15456528662051,36.8412959690498,16.8021630018945,32.753556120586,-14.5154216248982,-25.7926982002263,-1.89927049120932,0.0746430737960395,2.50475295206255,-5.53301233037344,2.90435239007132,4.70559365817422,-4.92178370848274,-3.47212641688506,-19.3984363884034,9.766454258888,5.59637125689359,2.3620177573946,3.29408739186235,-5.63164685169009,1.24951885555622,1.04142581877109,2.28546355004009,0.98255584958909,3.06134723867373,0.895461323198845,-11.1515727272337,-4.20422215949505,-0.205530272988668,-2.47410015094187,0.00541681974756614,-1.50959695073252,1.61927092107423,-5.76471329826698,3.3137653995649,-5.46298456696206,-2.10731503272483,4.69325228465993,4.69082556501974,2.89026644732337,3.2788897922112,2.0080085292586,1.5921484635018,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,"Gambia, The",GMB,..,..,..,..,..,..,..,-1.95992717525496,7.21547775042741,0.0166060256552782,3.42858176316663,-2.86937366947373,-2.7885420178868,5.83316200998441,2.60050372946792,9.03760938683749,4.28144045520125,0.550211850153801,3.31977351355349,-4.24995016799848,2.89121819701772,-0.154367746119561,-4.25342705177346,6.76103264320453,-0.580032042448522,-5.01163285080416,-0.594261713551163,-2.32811140989725,-0.347106087816982,1.31856387146243,-0.469679879286701,-0.441639441137681,0.190804501745774,0.0907059284150762,-2.5828704982808,-1.87451078470387,-0.583630606143814,2.01893714049126,0.623165402060138,3.37466519765594,2.41423186127906,2.60705379892978,-6.25169968917288,3.49290005310561,3.64353178896364,-4.09212700452012,-2.08343253418413,0.346707189251589,2.38118411732199,3.06245134837233,3.12044159156785,-7.39703415954033,2.46400390873376,1.42624041977233,-2.3307674884786,..,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Ghana,GHA,..,0.202309747146586,0.892520711982115,1.29000546272522,-0.645486781986136,-1.22435152259025,-6.44763650204091,0.946041328092264,-1.62824414313619,3.78028849898504,7.17557620933175,2.47112588982317,-5.23906208163594,-0.0482628627318604,4.02475698391693,-14.4546672793124,-5.37866284118239,0.603799315828525,6.75153898736454,-4.32849315891697,-1.86527476099509,-6.24221655731616,-9.92546305130273,-7.82929884804616,4.97600007103753,1.74395489106469,2.08639474609875,1.86876283579629,2.78996489171179,2.28090362739385,0.533260772040634,2.3809716694732,1.00041706678027,1.97804312762506,0.568192866108944,1.49332037500859,2.1153856057646,1.82776614622344,2.36723753839966,2.0409432405349,1.27307229460773,1.47295867626727,1.88922934342671,2.52036655094956,2.88863211601242,3.18178763107939,3.67409423979221,1.67817078484502,6.37392997986939,2.20508769902131,5.2172146104472,11.2517809744293,6.65668841911413,4.77016167266213,1.5706104255667,1.5204343831938,..
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.388257290637824,2.98927289368835,0.113650884940839,-0.348135999050442,-2.75371264009621,-2.60715323891021,-0.889097324059662,-1.28366539491634,0.26208940449466,1.0960162983074,2.57374200122038,1.616802028843,2.01419452971032,0.734377148671413,1.84588483939403,3.33540980340263,-0.576237491737615,0.359233976801349,0.82152027346261,0.122559008646533,-0.790338776956688,2.17109811926856,-2.96414207452354,-0.809590513052854,1.11788402826627,1.15157141332276,-0.43935602487835,-2.27286586679472,-2.5442031562968,..
